X1,season,player,Pos,possessions,Age,height,weight,G,DRB,BLK,STL,DRAYMOND,PTS,FT.,PPG,FTP,draft_round,draft_number,draft_year,years_in_nba
185,2014,Draymond Green,SF,4228.02,23,201,104,82,323,72,102,3.124506,6.23170731707317,0.667,6.23170731707317,0.667,2,35,2012,2
186,2015,Draymond Green,PF,6816.821,24,201,104,79,533,99,123,3.871379,11.6582278481013,0.66,11.6582278481013,0.66,2,35,2012,3
187,2016,Draymond Green,PF,7806.985,25,201,104,81,635,113,119,4.236329,13.962962962963,0.696,13.962962962963,0.696,2,35,2012,4
188,2017,Draymond Green,PF,6563.57,26,201,104,76,501,106,154,3.415201,10.2105263157895,0.709,10.2105263157895,0.709,2,35,2012,5
189,2014,Dwight Howard,C,5290.268,28,211,120,71,635,128,60,0.7143331,18.2676056338028,0.547,18.2676056338028,0.547,1,1,2004,10
190,2015,Dwight Howard,C,3720.063,29,211,120,41,321,53,28,0.3850373,15.7560975609756,0.528,15.7560975609756,0.528,1,1,2004,11
191,2016,Dwight Howard,C,5074.712,30,211,120,71,597,113,69,-0.4385332,13.7464788732394,0.489,13.7464788732394,0.489,1,1,2004,12
192,2017,Dwight Howard,C,4865.827,31,211,120,74,644,92,64,0.6328764,13.5405405405405,0.533,13.5405405405405,0.533,1,1,2004,13
193,2014,Dwyane Wade,SG,4789.79,32,193,99,54,181,29,79,-0.2968494,19.037037037037,0.733,19.037037037037,0.733,1,5,2003,11
194,2015,Dwyane Wade,SG,3821.276,33,193,99,62,161,21,73,0.5707772,21.4677419354839,0.768,21.4677419354839,0.768,1,5,2003,12
195,2016,Dwyane Wade,SG,5424.176,34,193,99,74,220,42,79,-0.0480582,19.0405405405405,0.793,19.0405405405405,0.793,1,5,2003,13
196,2017,Dwyane Wade,SG,4055.835,35,193,99,60,207,41,86,-1.139391,18.2666666666667,0.794,18.2666666666667,0.794,1,5,2003,14
197,2014,E'Twaun Moore,SG,3050.905,24,208,102,79,107,13,60,0.3901682,6.31645569620253,0.765,6.31645569620253,0.765,2,55,2011,3
198,2015,E'Twaun Moore,SG,1050.437,25,208,102,56,34,6,20,0.4968447,2.66071428571429,0.6,2.66071428571429,0.6,2,55,2011,4
199,2016,E'Twaun Moore,SG,2591.781,26,208,102,59,114,18,37,0.79847,7.50847457627119,0.629,7.50847457627119,0.629,2,55,2011,5
200,2017,E'Twaun Moore,SG,3806.075,27,208,102,73,119,32,50,-0.9052665,9.58904109589041,0.77,9.58904109589041,0.77,2,55,2011,6
201,2014,Ed Davis,PF,1919.507,24,208,108,63,168,43,17,1.465893,5.66666666666667,0.528,5.66666666666667,0.528,1,13,2010,4
202,2015,Ed Davis,PF,3688.05,25,208,108,79,370,98,49,-0.1884799,8.30379746835443,0.487,8.30379746835443,0.487,1,13,2010,5
203,2016,Ed Davis,PF,3885.632,26,208,108,81,375,72,57,1.232165,6.49382716049383,0.559,6.49382716049383,0.559,1,13,2010,6
204,2017,Ed Davis,PF,1637.997,27,208,108,46,147,22,15,-1.067687,4.34782608695652,0.617,4.34782608695652,0.617,1,13,2010,7
205,2014,Eric Bledsoe,PG,2895.425,24,185,86,43,175,14,69,1.325166,17.7441860465116,0.772,17.7441860465116,0.772,1,18,2010,4
206,2015,Eric Bledsoe,PG,5739.417,25,185,86,81,351,45,127,0.6673717,17,0.8,17,0.8,1,18,2010,5
207,2016,Eric Bledsoe,PG,2238.02,26,185,86,31,107,19,63,1.674064,20.3870967741935,0.802,20.3870967741935,0.802,1,18,2010,6
208,2017,Eric Bledsoe,PG,4629.893,27,185,86,66,268,31,92,-1.953662,21.0606060606061,0.847,21.0606060606061,0.847,1,18,2010,7
209,2014,Eric Gordon,SG,4081.859,25,193,97,64,135,12,74,-2.194518,15.4375,0.785,15.4375,0.785,1,7,2008,6
210,2015,Eric Gordon,SG,4179.403,26,193,97,61,131,14,50,-0.7346233,13.4098360655738,0.805,13.4098360655738,0.805,1,7,2008,7
211,2016,Eric Gordon,SG,3053.637,27,193,97,45,89,14,43,-0.8223231,15.2444444444444,0.888,15.2444444444444,0.888,1,7,2008,8
212,2017,Eric Gordon,SG,5697.024,28,193,97,75,172,40,48,0.4395047,16.2266666666667,0.84,16.2266666666667,0.84,1,7,2008,9
213,2014,Evan Fournier,SG,3207.026,21,201,92,76,168,7,34,-1.121752,8.39473684210526,0.756,8.39473684210526,0.756,1,20,2012,2
214,2015,Evan Fournier,SG,3303.314,22,201,92,58,125,2,40,-1.208671,12.0344827586207,0.728,12.0344827586207,0.728,1,20,2012,3
215,2016,Evan Fournier,SF,5200.427,23,201,92,79,192,2,96,-1.337651,15.3544303797468,0.836,15.3544303797468,0.836,1,20,2012,4
216,2017,Evan Fournier,SG,4572.719,24,201,92,68,165,4,66,0.1753554,17.1617647058824,0.805,17.1617647058824,0.805,1,20,2012,5
217,2014,Garrett Temple,SG,1333.012,27,198,88,75,47,11,35,0.505925,1.84,0.698,1.84,0.698,Undrafted,Undrafted,NA,NA
218,2015,Garrett Temple,SG,1562.715,28,198,88,52,66,9,42,-1.419018,3.92307692307692,0.729,3.92307692307692,0.729,Undrafted,Undrafted,NA,NA
219,2016,Garrett Temple,SF,4095.068,29,198,88,80,176,18,69,-0.0915158,7.275,0.728,7.275,0.728,Undrafted,Undrafted,NA,NA
220,2017,Garrett Temple,SG,3500.64,30,198,88,65,151,28,84,0.31161,7.78461538461538,0.784,7.78461538461538,0.784,Undrafted,Undrafted,NA,NA
221,2014,George Hill,PG,5998.104,27,190,85,76,230,23,75,1.187758,10.2763157894737,0.807,10.2763157894737,0.807,1,26,2008,6
222,2015,George Hill,PG,2490.183,28,190,85,43,154,14,44,2.159357,16.093023255814,0.79,16.093023255814,0.79,1,26,2008,7
223,2016,George Hill,PG,5596.35,29,190,85,74,240,17,83,0.7709718,12.0810810810811,0.76,12.0810810810811,0.76,1,26,2008,8
224,2017,George Hill,PG,3545.638,30,190,85,49,144,11,50,-0.1757682,16.9183673469388,0.801,16.9183673469388,0.801,1,26,2008,9
225,2014,Gerald Green,SG,4785.238,28,201,92,82,227,42,70,1.085949,15.7926829268293,0.848,15.7926829268293,0.848,1,18,2005,9
226,2015,Gerald Green,SG,2997.136,29,201,92,74,153,12,42,-1.181538,11.9459459459459,0.825,11.9459459459459,0.825,1,18,2005,10
227,2016,Gerald Green,SG,3323.435,30,201,92,69,138,19,38,1.283183,8.92753623188406,0.783,8.92753623188406,0.783,1,18,2005,11
228,2017,Gerald Green,SF,1484.88,31,201,92,47,68,7,9,-0.3189329,5.57446808510638,0.805,5.57446808510638,0.805,1,18,2005,12
229,2014,Gerald Henderson,SG,5010.89,26,188,79,77,279,32,51,0.9700491,14.038961038961,0.761,14.038961038961,0.761,1,12,2009,5
230,2015,Gerald Henderson,SG,4556.209,27,188,79,80,237,22,51,0.4954305,12.1125,0.848,12.1125,0.848,1,12,2009,6
231,2016,Gerald Henderson,SG,3417.139,28,188,79,72,181,19,39,0.0531934,8.66666666666667,0.767,8.66666666666667,0.767,1,12,2009,7
232,2017,Gerald Henderson,SG,3515.286,29,188,79,72,151,15,41,-0.6121926,9.19444444444444,0.806,9.19444444444444,0.806,1,12,2009,8
233,2014,Giannis Antetokounmpo,SF,3748.946,19,211,100,77,261,61,60,1.259669,6.81818181818182,0.683,6.81818181818182,0.683,1,15,2013,1
234,2015,Giannis Antetokounmpo,SG,5451.552,20,211,100,81,442,85,73,0.19944,12.716049382716,0.741,12.716049382716,0.741,1,15,2013,2
235,2016,Giannis Antetokounmpo,PG,5648.353,21,211,100,80,499,113,94,0.4024293,16.875,0.724,16.875,0.724,1,15,2013,3
236,2017,Giannis Antetokounmpo,SF,6129.485,22,211,100,80,558,151,131,1.707337,22.9,0.77,22.9,0.77,1,15,2013,4
237,2014,Gordon Hayward,SF,5451.25,23,203,102,77,329,40,110,-0.1547439,16.2077922077922,0.816,16.2077922077922,0.816,1,9,2010,4
238,2015,Gordon Hayward,SF,5041.832,24,203,102,76,319,30,108,-0.8736283,19.25,0.812,19.25,0.812,1,9,2010,5
239,2016,Gordon Hayward,SF,5618.447,25,203,102,80,336,27,95,-0.8648626,19.725,0.824,19.725,0.824,1,9,2010,6
240,2017,Gordon Hayward,SF,5684.583,26,203,102,73,344,20,73,0.1286823,21.9315068493151,0.844,21.9315068493151,0.844,1,9,2010,7
241,2014,Gorgui Dieng,C,1688.318,24,211,109,60,197,50,30,0.2049756,4.76666666666667,0.634,4.76666666666667,0.634,1,21,2013,1
242,2015,Gorgui Dieng,C,4416.61,25,211,109,73,386,126,71,-1.259798,9.72602739726027,0.783,9.72602739726027,0.783,1,21,2013,2
243,2016,Gorgui Dieng,C,4514,26,211,109,82,428,96,94,-1.004433,10.0853658536585,0.827,10.0853658536585,0.827,1,21,2013,3
244,2017,Gorgui Dieng,PF,5309.316,27,211,109,82,459,95,88,-0.6243432,9.95121951219512,0.814,9.95121951219512,0.814,1,21,2013,4
245,2014,Greg Monroe,PF,5430.438,23,211,120,82,504,47,91,-0.6706363,15.2317073170732,0.657,15.2317073170732,0.657,1,7,2010,4
246,2015,Greg Monroe,PF,4224.137,24,211,120,69,475,34,78,-0.1173422,15.9130434782609,0.75,15.9130434782609,0.75,1,7,2010,5
247,2016,Greg Monroe,C,4644.391,25,211,120,79,478,67,72,-0.3191171,15.3164556962025,0.74,15.3164556962025,0.74,1,7,2010,6
248,2017,Greg Monroe,C,3946.417,26,211,120,81,365,38,92,-1.165345,11.7407407407407,0.741,11.7407407407407,0.741,1,7,2010,7
249,2014,Harrison Barnes,SF,4889.058,21,190,92,78,245,20,65,-0.6148525,9.46153846153846,0.718,9.46153846153846,0.718,1,7,2012,2
250,2015,Harrison Barnes,SF,6272.954,22,190,92,82,336,19,61,0.2146684,10.0853658536585,0.72,10.0853658536585,0.72,1,7,2012,3
251,2016,Harrison Barnes,SF,5859.583,23,190,92,66,248,10,41,-0.357202,11.7272727272727,0.761,11.7272727272727,0.761,1,7,2012,4
252,2017,Harrison Barnes,PF,5499.136,24,190,92,79,303,15,66,-0.6350559,19.2151898734177,0.861,19.2151898734177,0.861,1,7,2012,5
253,2014,Ian Mahinmi,C,2961.022,27,211,113,77,150,72,41,2.436329,3.53246753246753,0.621,3.53246753246753,0.621,1,28,2005,9
254,2015,Ian Mahinmi,C,2290.329,28,211,113,61,251,46,30,0.6019261,4.34426229508197,0.304,4.34426229508197,0.304,1,28,2005,10
255,2016,Ian Mahinmi,C,4101.729,29,211,113,71,369,75,65,-0.1545455,9.29577464788732,0.587,9.29577464788732,0.587,1,28,2005,11
256,2017,Ian Mahinmi,C,1290.746,30,211,113,31,103,24,33,0.735033,5.58064516129032,0.573,5.58064516129032,0.573,1,28,2005,12
257,2014,J.J. Barea,PG,3008.501,29,203,94,79,138,0,26,-1.606442,8.3544303797468409,0.79,8.3544303797468409,0.79,Undrafted,Undrafted,NA,NA
258,2015,J.J. Barea,PG,3116.764,30,203,94,77,111,1,33,-0.1708004,7.53246753246753,0.809,7.53246753246753,0.809,Undrafted,Undrafted,NA,NA
259,2016,J.J. Barea,PG,3620.142,31,203,94,74,126,2,26,-1.209661,10.9189189189189,0.771,10.9189189189189,0.771,Undrafted,Undrafted,NA,NA
260,2017,J.J. Barea,PG,1552.922,32,203,94,35,75,1,14,0.235564,10.8857142857143,0.863,10.8857142857143,0.863,Undrafted,Undrafted,NA,NA
261,2014,Jamal Crawford,SG,4939.748,33,196,90,69,124,12,59,-0.384346,18.5797101449275,0.866,18.5797101449275,0.866,1,8,2000,14
262,2015,Jamal Crawford,SG,4263.782,34,196,90,64,106,14,59,-1.313496,15.78125,0.901,15.78125,0.901,1,8,2000,15
263,2016,Jamal Crawford,SG,4802.829,35,196,90,79,125,12,52,-1.038547,14.1772151898734,0.904,14.1772151898734,0.904,1,8,2000,16
264,2017,Jamal Crawford,SG,4852.012,36,196,90,82,112,14,59,-0.9528797,12.2926829268293,0.857,12.2926829268293,0.857,1,8,2000,17
265,2014,James Harden,SG,6185.213,24,196,99,73,283,29,115,1.179942,25.3561643835616,0.866,25.3561643835616,0.866,1,3,2009,5
266,2015,James Harden,SG,7463.215,25,196,99,81,384,60,154,0.7566089,27.3703703703704,0.868,27.3703703703704,0.868,1,3,2009,6
267,2016,James Harden,SG,6857.724,26,196,99,82,438,51,139,-0.9555091,28.9756097560976,0.86,28.9756097560976,0.86,1,3,2009,7
268,2017,James Harden,PG,7067.839,27,196,99,81,564,37,120,0.418732,29.0864197530864,0.847,29.0864197530864,0.847,1,3,2009,8
269,2014,James Johnson,SF,1939.286,26,206,113,52,106,57,42,1.205895,7.38461538461539,0.844,7.38461538461539,0.844,1,16,2009,5
270,2015,James Johnson,PF,2754.735,27,206,113,70,196,70,54,0.655341,7.91428571428571,0.657,7.91428571428571,0.657,1,16,2009,6
271,2016,James Johnson,PF,2023.314,28,206,113,57,98,33,29,0.8137307,5.03508771929825,0.574,5.03508771929825,0.574,1,16,2009,7
272,2017,James Johnson,PF,4285.109,29,206,113,76,309,86,76,2.816329,12.8289473684211,0.707,12.8289473684211,0.707,1,16,2009,8
273,2014,James Jones,SF,682.9696,33,190,81,20,21,4,3,-4.691254,4.85,0.636,4.85,0.636,2,49,2003,11
274,2015,James Jones,SF,1962.493,34,190,81,57,53,8,13,-3.145252,4.3859649122807,0.848,4.3859649122807,0.848,2,49,2003,12
275,2016,James Jones,SF,1050.787,35,190,81,48,42,10,11,-1.092059,3.70833333333333,0.808,3.70833333333333,0.808,2,49,2003,13
276,2017,James Jones,SF,843.5075,36,190,81,48,35,10,7,-1.877013,2.75,0.65,2.75,0.65,2,49,2003,14
277,2014,Jared Dudley,SF,3634.646,28,201,102,74,124,10,41,1.390039,6.90540540540541,0.655,6.90540540540541,0.655,1,22,2007,7
278,2015,Jared Dudley,SG,3650.488,29,201,102,72,175,11,72,-0.3284616,7.19444444444444,0.716,7.19444444444444,0.716,1,22,2007,8
279,2016,Jared Dudley,PF,4360.78,30,201,102,81,232,18,75,0.5216193,7.87654320987654,0.735,7.87654320987654,0.735,1,22,2007,9
280,2017,Jared Dudley,PF,2918.653,31,201,102,64,194,16,42,1.054348,6.78125,0.662,6.78125,0.662,1,22,2007,10
281,2014,Jared Sullinger,PF,4089.654,21,206,117,74,360,49,35,0.3109426,13.2702702702703,0.778,13.2702702702703,0.778,1,21,2012,2
282,2015,Jared Sullinger,PF,3374.595,22,206,117,58,294,42,44,0.2483571,13.2758620689655,0.744,13.2758620689655,0.744,1,21,2012,3
283,2016,Jared Sullinger,PF,4182.842,23,206,117,81,479,47,75,0.3509502,10.2962962962963,0.64,10.2962962962963,0.64,1,21,2012,4
284,2017,Jared Sullinger,PF,239.0238,24,206,117,11,17,1,4,2.527266,3.36363636363636,0.5,3.36363636363636,0.5,1,21,2012,5
285,2014,Jarrett Jack,PG,4446.292,30,190,90,80,201,22,56,0.5122418,9.5,0.839,9.5,0.839,1,22,2005,9
286,2015,Jarrett Jack,PG,4766.893,31,190,90,80,226,13,75,0.8739181,11.9625,0.881,11.9625,0.881,1,22,2005,10
287,2016,Jarrett Jack,PG,2102.141,32,190,90,32,127,7,34,-1.559993,12.84375,0.893,12.84375,0.893,1,22,2005,11
288,2017,Jarrett Jack,PG,68.33063,33,190,90,2,0,0,2,-0.2103615,3,1,3,1,1,22,2005,12
289,2014,Jason Smith,PF,1649.279,27,211,113,31,130,29,11,-0.7862607,9.70967741935484,0.78,9.70967741935484,0.78,1,20,2007,7
290,2015,Jason Smith,C,3525.375,28,211,113,82,226,44,32,-0.0394046,8,0.83,8,0.83,1,20,2007,8
291,2016,Jason Smith,C,2459.186,29,211,113,76,166,65,33,-0.2935266,7.18421052631579,0.806,7.18421052631579,0.806,1,20,2007,9
292,2017,Jason Smith,C,2551.355,30,211,113,74,194,55,21,0.6438035,5.67567567567568,0.686,5.67567567567568,0.686,1,20,2007,10
293,2014,Jason Terry,PG,1129.431,36,188,83,35,33,0,13,-1.12166,4.54285714285714,0.667,4.54285714285714,0.667,1,10,1999,15
294,2015,Jason Terry,SG,4499.721,37,188,83,77,106,19,66,0.6872742,7.02597402597403,0.813,7.02597402597403,0.813,1,10,1999,16
295,2016,Jason Terry,SG,2910.165,38,188,83,72,65,9,47,-3.263875,5.86111111111111,0.818,5.86111111111111,0.818,1,10,1999,17
296,2017,Jason Terry,SG,2855.13,39,188,83,74,91,20,45,1.815323,4.14864864864865,0.828,4.14864864864865,0.828,1,10,1999,18
297,2014,Jeff Teague,PG,5633.849,25,188,84,79,174,17,89,-0.196137,16.506329113924,0.846,16.506329113924,0.846,1,19,2009,5
298,2015,Jeff Teague,PG,5568.297,26,188,84,73,154,31,125,0.327121,15.9178082191781,0.862,15.9178082191781,0.862,1,19,2009,6
299,2016,Jeff Teague,PG,5300.463,27,188,84,79,181,24,97,0.856446,15.6835443037975,0.837,15.6835443037975,0.837,1,19,2009,7
300,2017,Jeff Teague,PG,5740.138,28,188,84,82,298,32,100,-0.3342171,15.2926829268293,0.867,15.2926829268293,0.867,1,19,2009,8
301,2014,Jeff Withey,C,1378.688,23,213,104,58,101,50,15,0.6656709,3.27586206896552,0.712,3.27586206896552,0.712,2,39,2013,1
302,2015,Jeff Withey,C,527.3348,24,213,104,37,41,18,4,1.676377,2.64864864864865,0.68,2.64864864864865,0.68,2,39,2013,2
303,2016,Jeff Withey,C,1286.664,25,213,104,51,117,53,21,2.951238,4.25490196078431,0.729,4.25490196078431,0.729,2,39,2013,3
304,2017,Jeff Withey,C,940.3737,26,213,104,51,69,32,16,-0.2735968,2.86274509803922,0.75,2.86274509803922,0.75,2,39,2013,4
305,2014,Jeremy Lamb,SG,3315.935,21,196,83,78,162,26,56,-0.0093518,8.52564102564103,0.797,8.52564102564103,0.797,1,12,2012,2
306,2015,Jeremy Lamb,SG,1253.604,22,196,83,47,99,6,21,2.629863,6.27659574468085,0.891,6.27659574468085,0.891,1,12,2012,3
307,2016,Jeremy Lamb,SG,2536.898,23,196,83,66,208,30,42,2.175613,8.78787878787879,0.727,8.78787878787879,0.727,1,12,2012,4
308,2017,Jeremy Lamb,SG,2303.859,24,196,83,62,234,23,27,-1.911889,9.7258064516129,0.853,9.7258064516129,0.853,1,12,2012,5
309,2014,Jeremy Lin,PG,4640.929,25,190,90,71,153,27,68,1.291672,12.5352112676056,0.823,12.5352112676056,0.823,Undrafted,Undrafted,NA,NA
310,2015,Jeremy Lin,PG,3884.718,26,190,90,74,170,32,82,-0.4111385,11.2432432432432,0.795,11.2432432432432,0.795,Undrafted,Undrafted,NA,NA
311,2016,Jeremy Lin,SG,4568.696,27,190,90,78,211,42,58,1.464598,11.7179487179487,0.815,11.7179487179487,0.815,Undrafted,Undrafted,NA,NA
312,2017,Jeremy Lin,PG,1963.387,28,190,90,36,124,14,41,2.192812,14.5277777777778,0.816,14.5277777777778,0.816,Undrafted,Undrafted,NA,NA
313,2014,Jimmy Butler,SG,5329.79,24,201,99,67,243,36,127,1.398359,13.1044776119403,0.769,13.1044776119403,0.769,1,30,2011,3
314,2015,Jimmy Butler,SG,5898.243,25,201,99,65,265,36,114,0.25909,20.0153846153846,0.834,20.0153846153846,0.834,1,30,2011,4
315,2016,Jimmy Butler,SG,4991.295,26,201,99,67,279,43,110,-0.5976036,20.8805970149254,0.832,20.8805970149254,0.832,1,30,2011,5
316,2017,Jimmy Butler,SF,6135.1,27,201,99,76,341,32,143,0.7219406,23.8947368421053,0.865,23.8947368421053,0.865,1,30,2011,6
317,2014,Joakim Noah,C,5745.7,28,211,104,80,618,121,99,2.081515,12.5875,0.737,12.5875,0.737,1,9,2007,7
318,2015,Joakim Noah,C,4821.201,29,211,104,67,427,74,48,1.938132,7.23880597014925,0.603,7.23880597014925,0.603,1,9,2007,8
319,2016,Joakim Noah,C,1311.672,30,211,104,29,168,29,18,0.9713397,4.27586206896552,0.489,4.27586206896552,0.489,1,9,2007,9
320,2017,Joakim Noah,C,2078.424,31,211,104,46,241,37,30,-0.1124291,5.04347826086957,0.436,5.04347826086957,0.436,1,9,2007,10
321,2014,Jodie Meeks,SG,5397.953,26,193,95,77,164,4,111,-0.5579623,15.7012987012987,0.857,15.7012987012987,0.857,2,41,2009,5
322,2015,Jodie Meeks,SG,2923.695,27,193,95,60,92,6,59,0.2015882,11.05,0.906,11.05,0.906,2,41,2009,6
323,2016,Jodie Meeks,SG,89.69251,28,193,95,3,4,0,0,7.332736,7.33333333333333,1,7.33333333333333,1,2,41,2009,7
324,2017,Jodie Meeks,SG,1539.345,29,193,95,36,72,4,34,-0.6407652,9.08333333333333,0.878,9.08333333333333,0.878,2,41,2009,8
325,2014,John Henson,PF,3635.44,23,211,103,70,326,116,41,0.054635,11.1285714285714,0.514,11.1285714285714,0.514,1,14,2012,2
326,2015,John Henson,C,2746.584,24,211,103,67,188,135,28,2.314483,7.01492537313433,0.569,7.01492537313433,0.569,1,14,2012,3
327,2016,John Henson,C,1940,25,211,103,57,134,109,18,2.757253,6.96491228070175,0.59,6.96491228070175,0.59,1,14,2012,4
328,2017,John Henson,C,2286.937,26,211,103,58,203,78,29,0.4822718,6.75862068965517,0.692,6.75862068965517,0.692,1,14,2012,5
329,2014,John Wall,PG,6777.092,23,193,88,82,295,40,149,-1.232761,19.3048780487805,0.805,19.3048780487805,0.805,1,1,2010,4
330,2015,John Wall,PG,6278.861,24,193,88,79,330,45,138,0.2077563,17.5569620253165,0.785,17.5569620253165,0.785,1,1,2010,5
331,2016,John Wall,PG,5786.08,25,193,88,77,337,59,145,0.4835134,19.8831168831169,0.791,19.8831168831169,0.791,1,1,2010,6
332,2017,John Wall,PG,6943.772,26,193,88,78,268,49,157,0.2718357,23.1410256410256,0.801,23.1410256410256,0.801,1,1,2010,7
333,2014,Jon Leuer,PF,1301.44,24,208,103,49,121,13,18,-0.0899972,6.16326530612245,0.787,6.16326530612245,0.787,2,40,2011,3
334,2015,Jon Leuer,PF,1672.609,25,208,103,63,157,9,17,1.12202,4.53968253968254,0.627,4.53968253968254,0.627,2,40,2011,4
335,2016,Jon Leuer,PF,2679.948,26,208,103,67,297,30,38,-0.8404338,8.46268656716418,0.762,8.46268656716418,0.762,2,40,2011,5
336,2017,Jon Leuer,PF,3942.675,27,208,103,75,300,26,31,-0.5600038,10.2266666666667,0.867,10.2266666666667,0.867,2,40,2011,6
337,2014,Jonas Valanciunas,C,4832.467,21,213,120,81,488,71,24,0.5920419,11.3086419753086,0.762,11.3086419753086,0.762,1,5,2011,3
338,2015,Jonas Valanciunas,C,4341.757,22,213,120,80,478,95,33,0.4150535,12.0375,0.786,12.0375,0.786,1,5,2011,4
339,2016,Jonas Valanciunas,C,3701.146,23,213,120,60,363,80,25,0.544722,12.8,0.761,12.8,0.761,1,5,2011,5
340,2017,Jonas Valanciunas,C,4581.215,24,213,120,80,533,63,37,0.3426488,11.9875,0.811,11.9875,0.811,1,5,2011,6
341,2014,Jordan Farmar,PG,1941.42,27,188,81,41,84,8,38,-0.8781861,10.1463414634146,0.746,10.1463414634146,0.746,1,26,2006,8
342,2015,Jordan Farmar,PG,1087.646,28,188,81,36,34,5,20,0.618788,4.63888888888889,0.909,4.63888888888889,0.909,1,26,2006,9
343,2016,Jordan Farmar,PG,792.4221,29,188,81,12,21,2,15,0.8915539,9.16666666666667,1,9.16666666666667,1,1,26,2006,10
344,2017,Jordan Farmar,PG,69.24896,30,188,81,2,2,0,2,-6.427969,6,0,6,0,1,26,2006,11
345,2014,Jordan Hill,PF,3098.438,26,208,106,72,341,64,29,0.3392649,9.66666666666667,0.685,9.66666666666667,0.685,1,8,2009,5
346,2015,Jordan Hill,C,3785.48,27,208,106,70,382,52,34,-1.291866,12.0142857142857,0.738,12.0142857142857,0.738,1,8,2009,6
347,2016,Jordan Hill,C,3109.907,28,208,106,73,295,37,36,-0.057246,8.83561643835616,0.712,8.83561643835616,0.712,1,8,2009,7
348,2017,Jordan Hill,C,92.85438,29,208,106,7,6,0,1,-5.336166,1.71428571428571,1,1.71428571428571,1,1,8,2009,8
349,2014,Josh McRoberts,PF,4848.062,26,208,108,78,288,46,58,-0.7688862,8.47435897435897,0.729,8.47435897435897,0.729,2,37,2007,7
350,2015,Josh McRoberts,PF,565.175,27,208,108,17,38,3,12,-0.1816447,4.23529411764706,0.615,4.23529411764706,0.615,2,37,2007,8
351,2016,Josh McRoberts,PF,1459.349,28,208,108,42,83,7,18,1.327061,3.57142857142857,0.7,3.57142857142857,0.7,2,37,2007,9
352,2017,Josh McRoberts,PF,746.0456,29,208,108,22,51,4,10,-2.655083,4.86363636363636,0.667,4.86363636363636,0.667,2,37,2007,10
353,2014,Jrue Holiday,PG,2278.618,23,193,92,34,114,12,56,-0.2963586,14.3235294117647,0.81,14.3235294117647,0.81,1,17,2009,5
354,2015,Jrue Holiday,PG,2696.973,24,193,92,40,103,23,63,0.6317465,14.8,0.855,14.8,0.855,1,17,2009,6
355,2016,Jrue Holiday,PG,3801.232,25,193,92,65,168,22,88,-1.056149,16.7538461538462,0.843,16.7538461538462,0.843,1,17,2009,7
356,2017,Jrue Holiday,PG,4555.2,26,193,92,67,218,43,100,2.418317,15.3582089552239,0.708,15.3582089552239,0.708,1,17,2009,8
357,2014,Kawhi Leonard,SF,5354.367,22,201,104,66,336,50,114,2.404839,12.7878787878788,0.802,12.7878787878788,0.802,1,15,2011,3
358,2015,Kawhi Leonard,SF,4570.545,23,201,104,64,376,48,148,-0.1521718,16.515625,0.802,16.515625,0.802,1,15,2011,4
359,2016,Kawhi Leonard,SF,5398.454,24,201,104,72,398,71,128,1.740303,21.1527777777778,0.874,21.1527777777778,0.874,1,15,2011,5
360,2017,Kawhi Leonard,SF,5736.608,25,201,104,74,350,55,132,0.0466608,25.5135135135135,0.88,25.5135135135135,0.88,1,15,2011,6
361,2014,Kelly Olynyk,C,2850.167,22,213,107,70,225,27,35,-0.3651516,8.67142857142857,0.811,8.67142857142857,0.811,1,13,2013,1
362,2015,Kelly Olynyk,C,3076.617,23,213,107,64,211,39,64,0.5352277,10.25,0.684,10.25,0.684,1,13,2013,2
363,2016,Kelly Olynyk,C,3058.2,24,213,107,69,209,33,52,0.8284118,9.95652173913044,0.75,9.95652173913044,0.75,1,13,2013,3
364,2017,Kelly Olynyk,C,3903.598,25,213,107,75,288,29,43,-0.4052109,9.04,0.732,9.04,0.732,1,13,2013,4
365,2014,Kemba Walker,PG,5390.107,23,203,95,73,267,32,86,1.26857,17.6575342465753,0.837,17.6575342465753,0.837,1,9,2011,3
366,2015,Kemba Walker,PG,4128.077,24,203,95,62,185,31,89,1.922784,17.3387096774194,0.827,17.3387096774194,0.827,1,9,2011,4
367,2016,Kemba Walker,PG,6318.934,25,203,95,81,301,39,126,-0.0150449,20.8518518518519,0.847,20.8518518518519,0.847,1,9,2011,5
368,2017,Kemba Walker,PG,5521.938,26,203,95,79,263,22,85,0.1733191,23.1645569620253,0.847,23.1645569620253,0.847,1,9,2011,6
369,2014,Kenneth Faried,PF,4561.549,24,203,103,80,446,69,70,-0.483753,13.7,0.65,13.7,0.65,1,22,2011,3
370,2015,Kenneth Faried,PF,4257.613,25,203,103,75,426,57,62,-0.573065,12.6133333333333,0.691,12.6133333333333,0.691,1,22,2011,4
371,2016,Kenneth Faried,PF,3450.114,26,203,103,67,346,60,32,-1.712312,12.4626865671642,0.613,12.4626865671642,0.613,1,22,2011,5
372,2017,Kenneth Faried,PF,2730.78,27,203,103,61,279,40,43,-1.184074,9.62295081967213,0.693,9.62295081967213,0.693,1,22,2011,6
373,2014,Kentavious Caldwell-Pope,SG,3252.076,20,196,92,80,118,12,75,-1.08719,5.875,0.77,5.875,0.77,1,8,2013,1
