X1,season,player,Pos,possessions,Age,height,weight,G,DRB,BLK,STL,DRAYMOND,PTS,FT.,PPG,FTP,draft_round,draft_number,draft_year,years_in_nba
562,2015,Robert Covington,SF,3975.978,24,206,97,70,251,31,97,-1.028082,13.4714285714286,0.82,13.4714285714286,0.82,Undrafted,Undrafted,NA,NA
563,2016,Robert Covington,SF,4008.987,25,206,97,67,354,40,105,-0.0284297,12.8059701492537,0.791,12.8059701492537,0.791,Undrafted,Undrafted,NA,NA
564,2017,Robert Covington,SF,4476.388,26,206,97,67,344,69,127,0.7007527,12.8955223880597,0.822,12.8955223880597,0.822,Undrafted,Undrafted,NA,NA
565,2014,Robin Lopez,C,5979.652,25,213,115,82,374,139,25,2.445765,11.0731707317073,0.818,11.0731707317073,0.818,1,15,2008,6
566,2015,Robin Lopez,C,3503.809,26,213,115,59,204,84,16,1.426139,9.59322033898305,0.772,9.59322033898305,0.772,1,15,2008,7
567,2016,Robin Lopez,C,4386.223,27,213,115,82,334,129,16,0.9250638,10.2682926829268,0.795,10.2682926829268,0.795,1,15,2008,8
568,2017,Robin Lopez,C,4890.346,28,213,115,81,276,117,18,0.6954115,10.358024691358,0.721,10.358024691358,0.721,1,15,2008,9
569,2014,Rodney Stuckey,SG,3918.281,27,196,95,73,130,10,54,-1.788195,13.8630136986301,0.836,13.8630136986301,0.836,1,15,2007,7
570,2015,Rodney Stuckey,PG,3726.137,28,196,95,71,212,10,56,-0.2249618,12.6197183098592,0.819,12.6197183098592,0.819,1,15,2007,8
571,2016,Rodney Stuckey,PG,2851.25,29,196,95,58,137,8,43,-0.4037335,8.91379310344828,0.829,8.91379310344828,0.829,1,15,2007,9
572,2017,Rodney Stuckey,PG,1422.595,30,196,95,39,78,0,16,1.054686,7.20512820512821,0.748,7.20512820512821,0.748,1,15,2007,10
573,2014,Ronnie Price,SG,746.6956,30,188,86,31,35,2,25,-0.1564929,2.38709677419355,0.692,2.38709677419355,0.692,Undrafted,Undrafted,NA,NA
574,2015,Ronnie Price,PG,1986.3,31,188,86,43,50,4,67,-1.805475,5.13953488372093,0.8,5.13953488372093,0.8,Undrafted,Undrafted,NA,NA
575,2016,Ronnie Price,PG,2545.623,32,188,86,62,74,13,74,-0.4163885,5.33870967741935,0.756,5.33870967741935,0.756,Undrafted,Undrafted,NA,NA
576,2017,Ronnie Price,PG,289.5796,33,188,86,14,8,1,11,-1.998088,1,0.75,1,0.75,Undrafted,Undrafted,NA,NA
577,2014,Rudy Gobert,C,877.1321,21,216,111,45,104,41,8,0.8952644,2.31111111111111,0.492,2.31111111111111,0.492,1,27,2013,1
578,2015,Rudy Gobert,C,4191.465,22,216,111,82,510,189,64,2.021179,8.36585365853658,0.623,8.36585365853658,0.623,1,27,2013,2
579,2016,Rudy Gobert,C,3735.2,23,216,111,61,460,135,45,1.279613,9.13114754098361,0.569,9.13114754098361,0.569,1,27,2013,3
580,2017,Rudy Gobert,C,5778.268,24,216,111,81,721,214,49,3.386782,14.037037037037,0.653,14.037037037037,0.653,1,27,2013,4
581,2014,Russell Westbrook,PG,4404.692,25,190,90,46,208,7,88,-0.984143,21.7826086956522,0.826,21.7826086956522,0.826,1,4,2008,6
582,2015,Russell Westbrook,PG,4783.364,26,190,90,67,364,14,140,-1.614025,28.1492537313433,0.835,28.1492537313433,0.835,1,4,2008,7
583,2016,Russell Westbrook,PG,7059.855,27,190,90,80,481,20,163,-0.5940242,23.475,0.812,23.475,0.812,1,4,2008,8
584,2017,Russell Westbrook,PG,6299.099,28,190,90,81,727,31,133,-1.821721,31.5802469135802,0.845,31.5802469135802,0.845,1,4,2008,9
585,2014,Ryan Anderson,PF,1577.909,25,208,108,22,76,7,10,-1.045134,19.8181818181818,0.952,19.8181818181818,0.952,1,21,2008,6
586,2015,Ryan Anderson,PF,3497.261,26,208,108,61,187,20,33,-0.7247825,13.655737704918,0.854,13.655737704918,0.854,1,21,2008,7
587,2016,Ryan Anderson,PF,4181.242,27,208,108,66,265,25,38,0.0834243,17.030303030303,0.873,17.030303030303,0.873,1,21,2008,8
588,2017,Ryan Anderson,PF,5141.913,28,208,108,72,218,14,32,-1.110725,13.5972222222222,0.86,13.5972222222222,0.86,1,21,2008,9
589,2014,Ryan Kelly,PF,2809.867,22,211,104,59,177,45,32,-0.0650384,8,0.815,8,0.815,2,48,2013,1
590,2015,Ryan Kelly,PF,2424.643,23,211,104,52,133,24,30,1.640987,6.38461538461539,0.832,6.38461538461539,0.832,2,48,2013,2
591,2016,Ryan Kelly,PF,988.3708,24,211,104,36,100,10,13,1.407546,4.22222222222222,0.685,4.22222222222222,0.685,2,48,2013,3
592,2017,Ryan Kelly,PF,226.7146,25,211,104,16,17,5,4,-1.798863,1.5625,0.833,1.5625,0.833,2,48,2013,4
593,2014,Shabazz Muhammad,SG,595.5875,21,198,101,37,29,1,8,3.176583,3.86486486486486,0.65,3.86486486486486,0.65,1,14,2013,1
594,2015,Shabazz Muhammad,SG,1777.826,22,198,101,38,91,7,18,-0.5718871,13.4736842105263,0.717,13.4736842105263,0.717,1,14,2013,2
595,2016,Shabazz Muhammad,SF,3450.202,23,198,101,82,167,7,24,-2.099102,10.5243902439024,0.764,10.5243902439024,0.764,1,14,2013,3
596,2017,Shabazz Muhammad,SF,3083.481,24,198,101,78,136,6,22,-1.768623,9.8974358974359,0.774,9.8974358974359,0.774,1,14,2013,4
597,2014,Shaun Livingston,PG,4411.251,28,201,87,76,179,31,93,1.624924,8.27631578947368,0.827,8.27631578947368,0.827,1,4,2004,10
598,2015,Shaun Livingston,PG,3774.587,29,201,87,78,140,20,49,2.168387,5.91025641025641,0.714,5.91025641025641,0.714,1,4,2004,11
599,2016,Shaun Livingston,PG,4229.317,30,201,87,78,127,27,57,0.5865966,6.25641025641026,0.86,6.25641025641026,0.86,1,4,2004,12
600,2017,Shaun Livingston,PG,3230.151,31,201,87,76,123,20,38,-0.2038689,5.11842105263158,0.7,5.11842105263158,0.7,1,4,2004,13
601,2014,Solomon Hill,SF,444.1356,22,201,102,28,32,2,5,2.411742,1.67857142857143,0.857,1.67857142857143,0.857,1,23,2013,1
602,2015,Solomon Hill,SF,4685.113,23,201,102,82,244,18,66,0.1648507,8.89024390243902,0.824,8.89024390243902,0.824,1,23,2013,2
603,2016,Solomon Hill,SF,2176.728,24,201,102,59,127,11,37,1.805365,4.16949152542373,0.857,4.16949152542373,0.857,1,23,2013,3
604,2017,Solomon Hill,SF,4978.97,25,201,102,80,256,32,71,0.7297618,7.0375,0.805,7.0375,0.805,1,23,2013,4
605,2014,Stephen Curry,PG,6446.038,25,190,86,78,288,14,128,0.5561131,24.0128205128205,0.885,24.0128205128205,0.885,1,7,2009,5
606,2015,Stephen Curry,PG,7209.088,26,190,86,80,285,16,163,0.4450231,23.75,0.914,23.75,0.914,1,7,2009,6
607,2016,Stephen Curry,PG,7075.422,27,190,86,79,362,15,169,1.516037,30.0632911392405,0.908,30.0632911392405,0.908,1,7,2009,7
608,2017,Stephen Curry,PG,6989.249,28,190,86,79,292,17,143,-0.2731158,25.3037974683544,0.898,25.3037974683544,0.898,1,7,2009,8
609,2014,Steven Adams,C,3097.911,20,213,115,81,190,57,40,0.2357731,3.2716049382716,0.581,3.2716049382716,0.581,1,12,2013,1
610,2015,Steven Adams,C,3564.875,21,213,115,70,324,86,38,1.306303,7.67142857142857,0.502,7.67142857142857,0.502,1,12,2013,2
611,2016,Steven Adams,C,5248.57,22,213,115,80,314,89,42,2.428149,7.95,0.582,7.95,0.582,1,12,2013,3
612,2017,Steven Adams,C,5312.12,23,213,115,80,333,78,88,0.3462196,11.3125,0.611,11.3125,0.611,1,12,2013,4
613,2014,Thabo Sefolosha,SG,3708.641,29,201,99,61,170,17,79,1.103898,6.27868852459016,0.768,6.27868852459016,0.768,1,13,2006,8
614,2015,Thabo Sefolosha,SF,1965.217,30,201,99,52,170,21,53,1.655478,5.34615384615385,0.776,5.34615384615385,0.776,1,13,2006,9
615,2016,Thabo Sefolosha,SF,4094.866,31,201,99,75,282,37,85,1.463963,6.4,0.626,6.4,0.626,1,13,2006,10
616,2017,Thabo Sefolosha,SF,3355.645,32,201,99,62,216,31,96,-0.0181538,7.16129032258065,0.733,7.16129032258065,0.733,1,13,2006,11
617,2014,Tiago Splitter,C,3657.586,29,211,111,59,240,31,29,2.272696,8.1864406779661,0.699,8.1864406779661,0.699,1,28,2007,7
618,2015,Tiago Splitter,C,2349.314,30,211,111,52,161,37,35,1.6926,8.23076923076923,0.75,8.23076923076923,0.75,1,28,2007,8
619,2016,Tiago Splitter,C,1212.522,31,211,111,36,75,12,20,0.510453,5.58333333333333,0.813,5.58333333333333,0.813,1,28,2007,9
620,2017,Tiago Splitter,C,163.0675,32,211,111,8,14,1,1,-1.616454,4.875,0.818,4.875,0.818,1,28,2007,10
621,2014,Tony Allen,SG,2936.824,32,193,96,55,129,19,90,2.334754,9,0.628,9,0.628,1,25,2004,10
622,2015,Tony Allen,SG,3843.42,33,193,96,63,177,30,129,2.294243,8.55555555555556,0.627,8.55555555555556,0.627,1,25,2004,11
623,2016,Tony Allen,SG,3382.923,34,193,96,64,192,18,110,0.1114219,8.359375,0.652,8.359375,0.652,1,25,2004,12
624,2017,Tony Allen,SG,3753.833,35,193,96,71,225,29,115,-0.1356277,9.05633802816901,0.615,9.05633802816901,0.615,1,25,2004,13
625,2014,Tony Parker,PG,5440.468,31,188,83,68,138,9,36,0.1805112,16.6764705882353,0.811,16.6764705882353,0.811,1,28,2001,13
626,2015,Tony Parker,PG,4307.743,32,188,83,68,114,2,44,-0.2956378,14.3529411764706,0.783,14.3529411764706,0.783,1,28,2001,14
627,2016,Tony Parker,PG,4452.415,33,188,83,72,159,11,54,-0.3265708,11.9027777777778,0.76,11.9027777777778,0.76,1,28,2001,15
628,2017,Tony Parker,PG,3507.806,34,188,83,63,104,2,33,-1.731071,10.1269841269841,0.726,10.1269841269841,0.726,1,28,2001,16
629,2014,Tony Snell,SG,2467.302,22,201,90,77,105,15,29,-1.061326,4.49350649350649,0.756,4.49350649350649,0.756,1,20,2013,1
630,2015,Tony Snell,SF,3079.382,23,201,90,72,145,11,32,0.9071624,6.04166666666667,0.8,6.04166666666667,0.8,1,20,2013,2
631,2016,Tony Snell,SF,2693.341,24,201,90,64,180,17,16,2.014593,5.28125,0.909,5.28125,0.909,1,20,2013,3
632,2017,Tony Snell,SG,5044.932,25,201,90,80,226,14,54,-0.7131449,8.5375,0.81,8.5375,0.81,1,20,2013,4
633,2014,Trevor Ariza,SF,6244.388,28,203,97,77,376,20,126,-0.5826744,14.3766233766234,0.772,14.3766233766234,0.772,2,43,2004,10
634,2015,Trevor Ariza,SF,7376.768,29,203,97,82,382,17,152,-1.422779,12.780487804878,0.853,12.780487804878,0.853,2,43,2004,11
635,2016,Trevor Ariza,SF,6265.305,30,203,97,81,299,26,160,-0.4916286,12.6543209876543,0.783,12.6543209876543,0.783,2,43,2004,12
636,2017,Trevor Ariza,SF,6713.278,31,203,97,80,405,20,147,-0.9543707,11.7,0.738,11.7,0.738,2,43,2004,13
637,2014,Trevor Booker,PF,3354.603,26,203,103,72,230,45,41,0.1334553,6.81944444444444,0.618,6.81944444444444,0.618,1,23,2010,4
638,2015,Trevor Booker,PF,3052.733,27,203,103,79,258,41,43,1.863483,7.1772151898734204,0.581,7.1772151898734204,0.581,1,23,2010,5
639,2016,Trevor Booker,PF,3253.8,28,203,103,79,286,41,59,0.6102374,5.86075949367089,0.67,5.86075949367089,0.67,1,23,2010,6
640,2017,Trevor Booker,PF,3776.216,29,203,103,71,428,28,76,0.3956652,9.98591549295775,0.673,9.98591549295775,0.673,1,23,2010,7
641,2014,Trey Burke,PG,4403.831,21,185,86,70,171,6,42,-0.3844142,12.7857142857143,0.903,12.7857142857143,0.903,1,9,2013,1
642,2015,Trey Burke,PG,4433.953,22,185,86,76,173,15,65,-0.5705215,12.8026315789474,0.752,12.8026315789474,0.752,1,9,2013,2
643,2016,Trey Burke,PG,2698.419,23,185,86,64,94,6,35,-1.047511,10.609375,0.817,10.609375,0.817,1,9,2013,3
644,2017,Trey Burke,PG,1474.584,24,185,86,57,40,5,11,-1.241974,5,0.759,5,0.759,1,9,2013,4
645,2014,Tristan Thompson,PF,5105.316,22,206,107,82,485,35,42,-0.4892039,11.719512195122,0.693,11.719512195122,0.693,1,4,2011,3
646,2015,Tristan Thompson,PF,5695.904,23,206,107,82,383,61,34,0.6507239,8.45121951219512,0.641,8.45121951219512,0.641,1,4,2011,4
647,2016,Tristan Thompson,PF,5714.702,24,206,107,82,470,51,38,0.874108,7.84146341463415,0.616,7.84146341463415,0.616,1,4,2011,5
648,2017,Tristan Thompson,C,5907.565,25,206,107,78,429,84,39,1.19764,8.07692307692308,0.498,8.07692307692308,0.498,1,4,2011,6
649,2014,Tyler Zeller,C,2111.113,24,213,114,70,179,38,18,0.9880071,5.7,0.719,5.7,0.719,1,17,2012,2
650,2015,Tyler Zeller,C,3763.662,25,213,114,82,319,52,18,1.190105,10.1585365853659,0.823,10.1585365853659,0.823,1,17,2012,3
651,2016,Tyler Zeller,C,1600.095,26,213,114,60,116,22,10,0.9474729,6.06666666666667,0.815,6.06666666666667,0.815,1,17,2012,4
652,2017,Tyler Zeller,C,1264.887,27,213,114,51,81,21,7,1.838063,3.49019607843137,0.564,3.49019607843137,0.564,1,17,2012,5
653,2014,Tyson Chandler,C,3196.234,31,216,108,55,370,63,36,0.0824771,8.72727272727273,0.632,8.72727272727273,0.632,1,2,2001,13
654,2015,Tyson Chandler,C,5002.139,32,216,108,75,570,91,42,0.2047935,10.28,0.72,10.28,0.72,1,2,2001,14
655,2016,Tyson Chandler,C,3359.035,33,216,108,66,401,44,36,-1.433458,7.15151515151515,0.62,7.15151515151515,0.62,1,2,2001,15
656,2017,Tyson Chandler,C,2746.352,34,216,108,47,385,24,33,-0.322989,8.4468085106383,0.734,8.4468085106383,0.734,1,2,2001,16
657,2014,Udonis Haslem,PF,1592.638,33,203,106,46,133,15,11,-1.908195,3.76086956521739,0.568,3.76086956521739,0.568,Undrafted,Undrafted,NA,NA
658,2015,Udonis Haslem,PF,1948.956,34,203,106,62,187,13,21,-2.190424,4.20967741935484,0.703,4.20967741935484,0.703,Undrafted,Undrafted,NA,NA
659,2016,Udonis Haslem,PF,692.7396,35,203,106,37,65,2,5,-3.003659,1.59459459459459,0.75,1.59459459459459,0.75,Undrafted,Undrafted,NA,NA
660,2017,Udonis Haslem,C,271.1313,36,203,106,17,28,1,5,-2.275775,1.82352941176471,0.6,1.82352941176471,0.6,Undrafted,Undrafted,NA,NA
661,2014,Victor Oladipo,PG,4996.798,21,193,95,80,286,37,129,1.710726,13.825,0.78,13.825,0.78,1,2,2013,1
662,2015,Victor Oladipo,SG,5125.63,22,193,95,72,251,19,120,-1.757034,17.9444444444444,0.819,17.9444444444444,0.819,1,2,2013,2
663,2016,Victor Oladipo,SG,4874.472,23,193,95,72,297,54,116,0.1723826,16.0138888888889,0.83,16.0138888888889,0.83,1,2,2013,3
664,2017,Victor Oladipo,SG,5034.12,24,193,95,67,252,21,78,-0.9591884,15.9253731343284,0.753,15.9253731343284,0.753,1,2,2013,4
665,2014,Vince Carter,SG,4451.435,37,198,99,81,217,35,61,0.8706248,11.9382716049383,0.821,11.9382716049383,0.821,1,5,1998,16
666,2015,Vince Carter,SG,2578.865,38,198,99,66,106,14,43,-0.3004413,5.81818181818182,0.789,5.81818181818182,0.789,1,5,1998,17
667,2016,Vince Carter,SG,2232.073,39,198,99,60,115,16,38,-1.20425,6.58333333333333,0.833,6.58333333333333,0.833,1,5,1998,18
668,2017,Vince Carter,SF,3904.972,40,198,99,73,191,36,60,0.3107083,8.02739726027397,0.765,8.02739726027397,0.765,1,5,1998,19
669,2014,Wayne Ellington,SG,867.4211,26,193,90,45,35,2,16,-3.187469,3.22222222222222,0.909,3.22222222222222,0.909,1,28,2009,5
670,2015,Wayne Ellington,SG,3358.724,27,193,90,65,179,2,33,0.4872768,10,0.813,10,0.813,1,28,2009,6
671,2016,Wayne Ellington,SG,3288.544,28,193,90,76,154,5,48,-1.561231,7.71052631578947,0.857,7.71052631578947,0.857,1,28,2009,7
672,2017,Wayne Ellington,SG,3041.563,29,193,90,62,115,4,35,-0.7234402,10.4516129032258,0.86,10.4516129032258,0.86,1,28,2009,8
673,2014,Wesley Johnson,SF,4739,26,201,97,79,278,77,86,-0.5403807,9.05063291139241,0.792,9.05063291139241,0.792,1,4,2010,4
674,2015,Wesley Johnson,SF,4529.287,27,201,97,76,252,45,59,-1.22225,9.9078947368421,0.804,9.9078947368421,0.804,1,4,2010,5
675,2016,Wesley Johnson,SF,3651.753,28,201,97,80,211,56,89,1.018376,6.8625,0.652,6.8625,0.652,1,4,2010,6
676,2017,Wesley Johnson,SF,1723.755,29,201,97,68,155,30,29,0.3157107,2.73529411764706,0.647,2.73529411764706,0.647,1,4,2010,7
677,2014,Wesley Matthews,SG,6477.213,27,185,77,82,238,14,76,0.3159355,16.3780487804878,0.837,16.3780487804878,0.837,Undrafted,Undrafted,NA,NA
678,2015,Wesley Matthews,SG,4133.177,28,185,77,60,184,10,77,0.5986931,15.9333333333333,0.752,15.9333333333333,0.752,Undrafted,Undrafted,NA,NA
679,2016,Wesley Matthews,SF,5618.443,29,185,77,78,211,17,78,0.4892796,12.525641025641,0.863,12.525641025641,0.863,Undrafted,Undrafted,NA,NA
680,2017,Wesley Matthews,SG,4875.126,30,185,77,73,241,16,77,-0.0970557,13.5068493150685,0.816,13.5068493150685,0.816,Undrafted,Undrafted,NA,NA
681,2014,Zach Randolph,PF,5578.203,32,206,117,79,530,23,54,-0.5011312,17.3670886075949,0.742,17.3670886075949,0.742,1,19,2001,13
682,2015,Zach Randolph,PF,5235.822,33,206,117,71,522,14,69,-0.6206132,16.0985915492958,0.765,16.0985915492958,0.765,1,19,2001,14
683,2016,Zach Randolph,PF,4179.17,34,206,117,68,350,13,43,-0.8308515,15.2941176470588,0.796,15.2941176470588,0.796,1,19,2001,15
684,2017,Zach Randolph,PF,3860.278,35,206,117,73,416,10,38,-0.3364134,14.0821917808219,0.731,14.0821917808219,0.731,1,19,2001,16
685,2014,Zaza Pachulia,C,2619.912,29,211,122,53,192,14,45,-1.674184,7.69811320754717,0.846,7.69811320754717,0.846,2,42,2003,11
686,2015,Zaza Pachulia,C,3747.208,30,211,122,73,303,21,80,0.2407871,8.3013698630137,0.788,8.3013698630137,0.788,2,42,2003,12
687,2016,Zaza Pachulia,C,4193.343,31,211,122,76,469,22,64,-0.1461747,8.55263157894737,0.768,8.55263157894737,0.768,2,42,2003,13
688,2017,Zaza Pachulia,C,3173.179,32,211,122,70,270,33,59,-0.9108621,6.08571428571429,0.778,6.08571428571429,0.778,2,42,2003,14
689,2014,Aaron Brooks,PG,3257.934,29,183,73,144,71.8263888888889,9.70138888888889,38.9027777777778,-0.9529003,8.95833333333333,0.873873684210526,8.95833333333333,0.873873684210526,1,26,2007,7
690,2015,Aaron Brooks,PG,3984.044,30,183,73,82,134,15,54,-0.1861272,11.6341463414634,0.833,11.6341463414634,0.833,1,26,2007,8
691,2016,Aaron Brooks,PG,2276.017,31,183,73,69,80,10,30,2.296577,7.11594202898551,0.766,7.11594202898551,0.766,1,26,2007,9
692,2017,Aaron Brooks,PG,1837.432,32,183,73,65,51,9,25,-1.121518,4.95384615384615,0.8,4.95384615384615,0.8,1,26,2007,10
693,2014,Alonzo Gee,SF,2079.95,26,198,102,65,114,15,39,-1.231118,3.96923076923077,0.705,3.96923076923077,0.705,Undrafted,Undrafted,NA,NA
694,2015,Alonzo Gee,SF,1396.54,27,198,102,108,45.5277777777778,5.80555555555556,28.5833333333333,1.703337,4.46296296296296,0.700954545454545,4.46296296296296,0.700954545454545,Undrafted,Undrafted,NA,NA
695,2016,Alonzo Gee,SF,3404.08,28,198,102,73,185,13,63,-0.4750712,4.45205479452055,0.667,4.45205479452055,0.667,Undrafted,Undrafted,NA,NA
696,2017,Alonzo Gee,SF,203.5504,29,198,102,13,11,1,5,2.313927,0.846153846153846,0.556,0.846153846153846,0.556,Undrafted,Undrafted,NA,NA
697,2014,Anderson Varejao,C,3529.5,31,208,123,65,442,39,69,0.047936,8.4,0.681,8.4,0.681,2,30,2004,10
698,2015,Anderson Varejao,C,1242.32,32,208,123,26,113,16,19,-0.508446,9.80769230769231,0.733,9.80769230769231,0.733,2,30,2004,11
699,2016,Anderson Varejao,C,1227.077,33,208,123,106,79.2735849056604,7.5,12.2547169811321,-1.221853,2.60377358490566,0.6401,2.60377358490566,0.6401,2,30,2004,12
700,2017,Anderson Varejao,C,197.3017,34,208,123,14,15,3,3,-2.458655,1.28571428571429,0.727,1.28571428571429,0.727,2,30,2004,13
701,2014,Andrew Bogut,C,3645.246,29,213,117,67,489,121,47,1.655811,7.34328358208955,0.344,7.34328358208955,0.344,1,1,2005,9
702,2015,Andrew Bogut,C,4152.807,30,213,117,67,402,113,39,2.510708,6.29850746268657,0.524,6.29850746268657,0.524,1,1,2005,10
703,2016,Andrew Bogut,C,3808.699,31,213,117,70,371,114,33,2.206501,5.35714285714286,0.48,5.35714285714286,0.48,1,1,2005,11
704,2017,Andrew Bogut,C,1153.698,32,213,117,54,159,24.537037037037,12.7592592592593,0.6186568,2.92592592592593,0.273,2.92592592592593,0.273,1,1,2005,12
705,2014,Andrew Nicholson,PF,2357.539,24,206,113,76,202,23,18,-0.1337364,5.72368421052632,0.825,5.72368421052632,0.825,1,19,2012,2
706,2015,Andrew Nicholson,PF,980.8225,25,206,113,40,65,12,6,-0.2680864,4.85,0.6,4.85,0.6,1,19,2012,3
707,2016,Andrew Nicholson,PF,1678.92,26,206,113,56,167,22,10,0.4094994,6.85714285714286,0.785,6.85714285714286,0.785,1,19,2012,4
708,2017,Andrew Nicholson,PF,703.5156,27,206,113,76,34.5,5.21052631578947,12.7105263157895,-0.2353014,2.63157894736842,0.642785714285714,2.63157894736842,0.642785714285714,1,19,2012,5
709,2014,Anthony Morrow,SG,2810.408,28,196,95,76,111,12,38,-1.47194,8.36842105263158,0.828,8.36842105263158,0.828,Undrafted,Undrafted,NA,NA
710,2015,Anthony Morrow,SG,3731.271,29,196,95,74,155,11,54,-1.146495,10.6756756756757,0.888,10.6756756756757,0.888,Undrafted,Undrafted,NA,NA
711,2016,Anthony Morrow,SG,2076.963,30,196,95,68,52,5,22,-0.9434649,5.58823529411765,0.744,5.58823529411765,0.744,Undrafted,Undrafted,NA,NA
712,2017,Anthony Morrow,SG,1565.73,31,196,95,98,16.9387755102041,1.81632653061224,21.1632653061224,-1.048718,5.53061224489796,0.919094594594595,5.53061224489796,0.919094594594595,Undrafted,Undrafted,NA,NA
713,2014,Anthony Tolliver,PF,2659.459,28,203,108,64,135,15,19,0.1838065,6.140625,0.805,6.140625,0.805,Undrafted,Undrafted,NA,NA
714,2015,Anthony Tolliver,PF,2883.957,29,203,108,152,148.789473684211,13.2894736842105,19.4736842105263,-1.327804,6.34210526315789,0.782978260869565,6.34210526315789,0.782978260869565,Undrafted,Undrafted,NA,NA
715,2016,Anthony Tolliver,PF,2754.027,30,203,108,72,190,16,26,1.29436,5.31944444444444,0.617,5.31944444444444,0.617,Undrafted,Undrafted,NA,NA
716,2017,Anthony Tolliver,PF,3024.157,31,203,108,65,188,20,33,-1.40762,7.09230769230769,0.744,7.09230769230769,0.744,Undrafted,Undrafted,NA,NA
717,2014,Archie Goodwin,SG,1116.302,19,196,90,52,62,11,20,1.563641,3.73076923076923,0.673,3.73076923076923,0.673,1,29,2013,1
718,2015,Archie Goodwin,SG,1099.871,20,196,90,41,47,9,18,-0.9821848,5.63414634146341,0.735,5.63414634146341,0.735,1,29,2013,2
719,2016,Archie Goodwin,PG,2352.861,21,196,90,57,115,13,27,-2.762505,8.85964912280702,0.674,8.85964912280702,0.674,1,29,2013,3
720,2017,Archie Goodwin,SG,452.7038,22,196,90,30,18.9,4.2,3.6,-2.055451,7.33333333333333,0.785952380952381,7.33333333333333,0.785952380952381,1,29,2013,4
721,2014,Arron Afflalo,SG,5065.188,28,196,95,73,230,3,35,-1.736261,18.2191780821918,0.815,18.2191780821918,0.815,1,27,2007,7
722,2015,Arron Afflalo,SG,5152.402,29,196,95,156,173.794871794872,5.51923076923077,32.8141025641026,0.4833177,13.2692307692308,0.843186868686869,13.2692307692308,0.843186868686869,1,27,2007,8
723,2016,Arron Afflalo,SG,4674.822,30,196,95,71,243,10,25,-0.2199857,12.8028169014085,0.84,12.8028169014085,0.84,1,27,2007,9
724,2017,Arron Afflalo,SG,3163.95,31,196,95,61,116,7,21,-2.214272,8.44262295081967,0.892,8.44262295081967,0.892,1,27,2007,10
725,2014,Beno Udrih,SG,1495.606,31,190,92,82,42.5121951219512,3.25609756097561,19.9390243902439,-0.5536793,4.8780487804878,0.833,4.8780487804878,0.833,1,28,2004,10
726,2015,Beno Udrih,PG,3315.171,32,190,92,79,123,8,46,-0.7343823,7.65822784810127,0.853,7.65822784810127,0.853,1,28,2004,11
727,2016,Beno Udrih,PG,1420.639,33,190,92,88,55.9545454545455,0.590909090909091,11.7727272727273,0.0741362,4.65909090909091,0.89985,4.65909090909091,0.89985,1,28,2004,12
728,2017,Beno Udrih,PG,1125.6,34,190,92,39,51,0,13,-1.639477,5.82051282051282,0.941,5.82051282051282,0.941,1,28,2004,13
729,2014,Brandan Wright,C,2352.931,26,211,102,58,142,55,32,-0.5692205,9.05172413793103,0.726,9.05172413793103,0.726,1,8,2007,7
730,2015,Brandan Wright,PF,2956.421,27,211,102,150,140.72,67.36,36.6466666666667,0.3272774,7.25333333333333,0.696303571428571,7.25333333333333,0.696303571428571,1,8,2007,8
731,2016,Brandan Wright,PF,430.7575,28,211,102,12,29,15,5,0.3759861,6.91666666666667,0.542,6.91666666666667,0.542,1,8,2007,9
732,2017,Brandan Wright,PF,909.8988,29,211,102,28,47,20,11,2.289301,6.75,0.657,6.75,0.657,1,8,2007,10
733,2014,Brandon Jennings,PG,5523.632,24,185,77,80,185,8,101,-1.321382,15.5125,0.751,15.5125,0.751,1,10,2009,5
734,2015,Brandon Jennings,PG,2362.862,25,185,77,41,83,4,44,-1.387827,15.4146341463415,0.839,15.4146341463415,0.839,1,10,2009,6
735,2016,Brandon Jennings,PG,1822.062,26,185,77,96,59.9791666666667,5.28125,21.8229166666667,1.163918,6.91666666666667,0.731,6.91666666666667,0.731,1,10,2009,7
736,2017,Brandon Jennings,PG,4128.536,27,185,77,162,135.512345679012,4.29012345679012,56.820987654321,-1.610031,7.12345679012346,0.750203947368421,7.12345679012346,0.750203947368421,1,10,2009,8
737,2014,Brian Roberts,PG,3298.924,28,185,78,72,119,7,43,0.4544957,9.40277777777778,0.94,9.40277777777778,0.94,Undrafted,Undrafted,NA,NA
738,2015,Brian Roberts,PG,2629.521,29,185,78,72,96,6,33,1.114989,6.66666666666667,0.892,6.66666666666667,0.892,Undrafted,Undrafted,NA,NA
739,2016,Brian Roberts,PG,1057.007,30,185,78,102,26.9117647058824,1.5,7.67647058823529,0.6481064,4.01960784313725,0.893840425531915,4.01960784313725,0.893840425531915,Undrafted,Undrafted,NA,NA
740,2017,Brian Roberts,PG,839.9733,31,185,78,41,34,1,9,-1.429307,3.46341463414634,0.846,3.46341463414634,0.846,Undrafted,Undrafted,NA,NA
741,2014,Chris Andersen,C,3305.118,35,208,111,72,250,97,32,1.578279,6.625,0.71,6.625,0.71,Undrafted,Undrafted,NA,NA
742,2015,Chris Andersen,C,2216.597,36,208,111,60,223,61,26,-1.264457,5.33333333333333,0.667,5.33333333333333,0.667,Undrafted,Undrafted,NA,NA
